RID,Location,Latitude,Longitude,Avgpassengersperday,Nooftrainspassing,Nooftrainsstopping,Noofplatforms,Nooftracks,Trainhaltingtime,Avgtrainspeed,Averageaccidentspermonth,population,PhysicalEnvironment,DateTime,admin_found,Label
8.8.8.8-10.42.0.211-53-24770-17,Huludao,40.7094,120.8378,780,89,78,5,4,8,1.2,15,2787000,Road,03-11-22 17:29,Evening,0
172.217.6.238-10.42.0.211-80-41188-6,Rizhao,35.4164,119.4331,980,78,53,6,2,10,1.6,18,2720000,Bride,03-11-22 17:38,Mid Night,0
10.42.0.151-10.42.0.1-57091-53-17,Nanping,26.6448,118.1728,865,86,68,4,5,5,1.9,19,2690000,Escalator,03-11-22 18:05,Mid Night,1
10.42.0.211-104.66.14.141-42796-443-6,Longyan,25.0881,117.0244,859,90,42,8,6,6,1.8,17,2640000,Stairs,03-11-22 18:06,Evening,1
172.217.6.238-10.42.0.42-443-49821-6,Hohhot,40.8151,111.6629,930,100,20,9,4,8,1.5,12,2635000,Pedestrain,03-11-22 18:07,Mid Night,0
10.42.0.151-10.42.0.1-57520-53-17,Chaozhou,23.67,116.63,1060,86,35,4,3,9,1.8,19,2620000,Station,03-11-22 18:11,Morning,1
10.42.0.42-123.125.115.164-53725-443-6,Weihai,37.5,122.1,1583,55,85,2,2,2,1.9,19,2596753,Road Vehicle Carriageway,03-11-22 18:12,Evening,0
172.217.12.132-10.42.0.151-443-55455-6,Sanming,26.2658,117.6302,950,98,78,5,3,4,1.2,16,2580000,Road,03-11-22 18:13,Mid Night,1
172.217.12.163-10.42.0.151-443-60062-6,Luohe,33.583,114.0109,980,78,57,6,5,5,1.9,17,2500000,Station,03-11-22 18:23,Evening,0
216.58.217.99-10.42.0.211-443-34123-6,Lianshan,40.7503,120.83,8500,65,12,4,4,8,1.4,12,2426000,Platform,03-11-22 18:27,Mid Night,1
172.217.12.195-10.42.0.151-443-46374-6,Huangshi,30.2023,115.0326,6870,78,16,3,9,3,1.6,16,2419000,Lineside,03-11-22 18:28,Evening,0
10.42.0.211-10.42.0.1-54263-53-17,Jiamusi,46.8081,130.3653,5600,45,75,2,8,9,1.8,14,2360000,Road,03-11-22 18:34,Mid Night,1
10.42.0.211-104.192.110.245-35705-443-6,Yangjiang,21.8556,111.9627,8590,68,42,3,7,2,1.7,18,2357000,Other,03-11-22 18:41,Mid Night,0
162.208.22.39-10.42.0.42-443-43536-6,Yuxi,24.3495,102.5432,8750,78,35,5,10,3,1.3,39,2303518,Footbridge,03-11-22 18:59,Evening,0
10.42.0.42-111.202.114.35-42453-80-6,Yingkou,40.6653,122.2297,2256,26,45,4,5,2,1.2,18,2220000,Platform,03-11-22 19:23,Mid Night,1
182.22.120.246-10.42.0.211-443-50249-6,Maƒ??anshan,31.7135,118.3605,3568,89,12,9,6,4,1.6,17,2202899,Road,03-11-22 19:31,Mid Night,1
172.217.12.206-10.42.0.211-443-42700-6,Pingliang,35.5412,106.6819,4400,95,15,8,4,5,1.9,96,2190000,Bride,03-11-22 19:33,Evening,1
10.42.0.151-106.39.169.66-42743-80-6,Gaoping,30.7804,106.13,5580,68,16,7,5,6,1.8,17,2174000,Escalator,03-11-22 19:36,Mid Night,0
10.42.0.211-123.59.190.237-41517-80-6,Xining,36.6239,101.7787,6980,74,74,10,2,7,1.5,24,2154000,Stairs,05-11-22 10:53,Mid Night,1
10.42.0.151-104.244.43.131-48229-443-6,Jincheng,35.4906,112.8483,7850,12,15,5,3,2,1.8,18,2120000,Pedestrain,05-11-22 11:01,Evening,0
172.217.10.42-10.42.0.211-443-46383-17,Lishui,28.45,119.9167,6852,56,13,6,5,2,1.9,13,2116957,Station,05-11-22 11:06,Mid Night,1
172.217.3.110-10.42.0.151-443-57028-6,Qingyang,24.8141,118.5792,5000,8,18,4,6,3,1.2,19,2111000,Road Vehicle Carriageway,05-11-22 11:12,Mid Night,1
10.42.0.211-52.84.29.55-45347-443-6,Haikou,20.02,110.32,8957,9,10,5,8,8,1.9,17,2046189,Road,05-11-22 11:19,Evening,0
203.205.158.62-10.42.0.42-80-51389-6,Pingxiang,27.6333,113.85,5268,8,16,2,7,10,1.4,13,2001027,Bride,05-11-22 11:30,Mid Night,1
172.217.10.142-10.42.0.151-443-41626-6,Chongzuo,22.4167,107.3667,7850,78,80,3,9,5,1.6,1,1994285,Escalator,05-11-22 11:41,Morning,1
172.217.10.46-10.42.0.151-443-46535-6,Jixi,45.2937,130.965,9860,52,50,5,10,6,1.8,4,1950000,Stairs,05-11-22 11:46,Evening,0
10.42.0.211-52.88.110.117-34299-443-6,Wuwei,37.9278,102.6329,8562,50,60,6,4,8,1.7,10,1890000,Pedestrain,05-11-22 11:51,Mid Night,1
169.47.42.209-10.42.0.211-443-39138-6,Xiping,40.08,113.3,896,60,45,8,5,9,1.3,15,1873000,Station,05-11-22 12:09,Evening,0
140.205.134.25-10.42.0.151-443-38000-6,Baiyin,36.5448,104.1766,980,80,65,7,2,2,1.2,13,1799000,Road Vehicle Carriageway,05-11-22 12:21,Mid Night,1
10.42.0.211-10.42.0.1-14985-53-17,Shengli,37.45,118.4667,6895,90,25,8,3,4,1.6,18,1790000,Road,05-11-22 12:24,Evening,0
203.130.53.126-10.42.0.211-80-38370-6,Heihe,50.2458,127.4886,9850,45,87,9,5,5,1.9,22,1750000,Station,05-11-22 12:31,Mid Night,1
10.42.0.211-106.11.92.1-50070-443-6,Shuozhou,39.3408,112.4292,1589,74,56,5,5,8,1.8,28,1714857,Platform,05-11-22 12:59,Mid Night,0
219.142.78.162-10.42.0.211-80-49192-6,Yushan,31.3867,120.9766,899,82,45,6,4,3,1.5,36,1651200,Lineside,05-11-22 13:00,Evening,1
172.217.10.42-10.42.0.42-443-39191-6,Yinchuan,38.4795,106.2254,852,68,78,4,6,9,1.8,25,1616000,Road,05-11-22 13:12,Mid Night,0
183.79.248.252-10.42.0.211-443-44391-6,Jingdezhen,29.2942,117.2036,965,13,5,10,8,2,1.9,18,1587477,Other,05-11-22 13:39,Mid Night,1
172.217.6.227-10.42.0.151-443-55935-6,Zhuhai,22.2769,113.5678,800,18,6,5,5,3,1.2,96,1562000,Footbridge,05-11-22 13:46,Evening,0
10.42.0.42-123.125.115.190-55905-80-6,Yucheng,29.9888,103.0007,750,85,89,8,2,2,1.9,18,1512000,Platform,06-11-22 8:09,Mid Night,1
131.253.61.80-10.42.0.211-443-46715-6,Xushan,30.1697,121.2665,999,48,42,4,2,4,1.4,18,1502000,Road,06-11-22 8:16,Mid Night,1
10.42.0.151-52.84.0.209-43888-443-6,Guiping,23.4,110.0833,1200,85,52,5,5,5,1.6,18,1496904,Bride,06-11-22 8:23,Evening,0
10.42.0.211-112.80.248.220-39796-443-6,Zhangjiajie,29.1255,110.4844,1000,68,65,8,3,6,1.8,39,1486000,Escalator,06-11-22 8:28,Mid Night,1
10.42.0.211-10.42.0.1-17632-53-17,Yunfu,22.9242,112.0353,900,78,85,7,4,7,1.7,14,1470000,Stairs,06-11-22 8:31,Mid Night,0
172.217.10.42-10.42.0.151-443-45170-6,Huangshan,29.7132,118.3151,1600,95,32,5,8,2,1.3,19,1470000,Pedestrain,06-11-22 8:41,Evening,0
10.42.0.42-72.21.206.121-60064-443-6,Huazhou,32.6832,112.079,2000,84,45,6,9,2,1.2,17,1468061,Bride,06-11-22 8:43,Mid Night,1
175.100.207.231-10.42.0.151-443-45971-6,Chizhou,30.6583,117.4849,6500,12,68,8,10,3,1.6,19,1430000,Escalator,06-11-22 8:53,Morning,1
10.42.0.151-10.42.0.1-33190-53-17,Yutan,28.3147,112.554,5200,56,75,7,9,8,1.9,17,1368117,Stairs,06-11-22 9:00,Evening,0
10.42.0.211-23.21.51.186-43811-443-6,Fuqing,25.7232,119.3735,824,78,12,8,5,10,1.8,36,1316000,Pedestrain,06-11-22 9:05,Mid Night,1
172.217.11.46-10.42.0.151-443-53761-6,Yangquan,37.8576,113.5762,9999,10,15,5,6,5,1.5,95,1300000,Station,06-11-22 9:12,Evening,0
182.254.5.234-10.42.0.151-80-34173-6,Haicheng,40.8523,122.7474,8560,60,75,2,4,6,1.8,15,1293877,Road Vehicle Carriageway,06-11-22 9:18,Mid Night,1
169.45.214.247-10.42.0.151-5222-51626-6,Wuzhong,37.9874,106.1919,7852,86,62,3,10,8,1.9,18,1284000,Road,06-11-22 9:18,Evening,0
10.42.0.42-37.1.204.175-52768-80-6,Zhangye,38.9355,100.4553,1458,35,6,4,5,9,1.2,19,1270000,Station,06-11-22 9:20,Mid Night,1
10.42.0.211-10.42.0.1-35814-53-17,Rucheng,32.3852,120.5634,1500,85,8,5,8,2,1.9,17,1267066,Platform,06-11-22 9:29,Mid Night,0
10.42.0.211-108.174.11.1-49539-443-6,Shaoyang,32.9387,119.8404,800,95,9,6,4,4,1.4,12,1253548,Lineside,06-11-22 9:31,Evening,1
222.73.28.96-10.42.0.211-80-34397-6,Yangshe,31.8775,120.5512,952,26,8,8,5,5,1.6,19,1253100,Road,06-11-22 9:31,Mid Night,0
10.42.0.211-123.125.29.220-40658-80-6,Yichun,47.7235,128.8893,741,85,75,7,8,8,1.8,19,1250000,Other,06-11-22 9:36,Mid Night,1
180.163.255.159-10.42.0.211-80-52394-6,Yiwu,29.3081,120.0698,890,32,42,9,7,3,1.7,16,1234015,Footbridge,06-11-22 9:39,Evening,0
172.217.3.104-10.42.0.211-443-44643-6,Beidao,34.6,105.92,900,42,42,10,5,9,1.3,17,1225000,Platform,06-11-22 9:41,Mid Night,1
10.42.0.211-103.7.30.118-39229-80-6,Xinyu,27.795,114.9242,850,30,52,4,6,2,1.2,12,1186700,Road,06-11-22 9:43,Mid Night,1
192.33.31.104-10.42.0.211-443-41866-6,Guankou,28.1417,113.625,9058,80,85,5,5,3,1.6,16,1168056,Bride,06-11-22 9:45,Evening,0
10.42.0.211-66.198.24.240-33751-443-6,Lianyuan,27.6961,111.6659,4795,45,75,2,6,2,1.9,14,1162928,Escalator,06-11-22 9:49,Mid Night,0
10.42.0.151-119.146.74.31-40310-443-6,Rongcheng,29.8239,112.9019,1569,98,25,3,8,4,1.8,18,1162770,Stairs,06-11-22 9:49,Mid Night,0
10.42.0.211-120.55.89.238-49286-8977-6,Kaiyuan,36.0656,113.8153,1785,50,8,5,7,5,1.5,39,1160000,Pedestrain,06-11-22 9:53,Evening,1
10.42.0.211-10.42.0.1-48905-53-17,Zhuji,29.7169,120.2314,2658,80,9,5,9,6,1.8,18,1157938,Bride,06-11-22 9:59,Mid Night,1
183.79.249.252-10.42.0.211-443-37098-6,Leiyang,26.4179,112.8457,7845,75,16,4,10,7,1.9,17,1151554,Escalator,06-11-22 10:06,Mid Night,1
192.229.163.180-10.42.0.211-443-45308-6,Dadukou,26.5849,101.7149,9854,68,75,6,4,2,1.2,96,1144000,Stairs,06-11-22 10:08,Evening,0
10.42.0.211-52.85.101.68-41900-443-6,Yingchuan,34.1511,113.4733,4785,45,12,8,5,2,1.9,17,1131896,Pedestrain,06-11-22 10:20,Mid Night,1
192.229.173.173-10.42.0.211-80-39748-6,Zhoushan,30.0162,122.0988,5222,25,16,5,2,3,1.4,24,1121261,Station,06-11-22 10:21,Mid Night,0
172.217.10.10-10.42.0.151-443-49363-6,Hegang,47.3139,130.2775,4500,15,80,2,3,8,1.6,18,1100000,Road Vehicle Carriageway,06-11-22 10:24,Evening,1
192.229.173.173-10.42.0.211-443-37591-6,Yicheng,31.3697,119.8239,6800,13,45,2,5,10,1.8,13,1082929,Road,06-11-22 10:31,Mid Night,0
10.42.0.151-10.42.0.1-38896-53-17,Mizhou,36,119.4167,7900,65,75,5,5,5,1.7,19,1081960,Station,06-11-22 10:37,Mid Night,1
10.42.0.211-10.42.0.1-28265-53-17,Taixing,32.1724,120.0142,4200,8,56,3,4,6,1.3,17,1073921,Platform,06-11-22 10:47,Evening,0
173.194.66.113-10.42.0.211-443-58094-6,Xishan,27.6609,113.4946,870,7,10,4,6,8,1.2,13,1060000,Lineside,06-11-22 10:47,Mid Night,1
10.42.0.151-87.240.165.91-57260-443-6,Zhongwei,37.5139,105.1884,6458,5,20,8,8,9,1.6,1,1046000,Road,06-11-22 10:56,Mid Night,0
192.229.173.173-10.42.0.211-443-49934-6,Eƒ??zhou,30.3972,114.8842,9852,6,25,9,5,2,1.9,4,1031000,Other,06-11-22 11:11,Evening,1
172.217.12.142-10.42.0.151-443-37577-6,Xingcheng,24.1681,115.6669,7854,62,65,10,2,4,1.8,10,993000,Stairs,06-11-22 11:12,Mid Night,0
172.217.3.110-10.42.0.42-443-38861-6,Dongtai,32.8534,120.3037,9568,82,38,9,2,5,1.5,15,990306,Pedestrain,06-11-22 11:12,Morning,1
172.217.10.10-10.42.0.151-443-58008-6,Yingcheng,24.1876,113.4042,7852,95,75,5,5,8,1.8,13,986400,Station,06-11-22 11:16,Evening,0
10.42.0.1-10.42.0.42-53-51551-17,Zhaodong,46.0635,125.9773,7545,12,45,6,3,3,1.9,18,980000,Road Vehicle Carriageway,06-11-22 11:19,Mid Night,1
10.42.0.211-72.21.207.148-42351-443-6,Xibeijie,39.737,98.5049,8562,43,12,4,4,9,1.2,22,977600,Road,06-11-22 11:23,Evening,1
10.42.0.151-10.42.0.1-28560-53-17,Huilong,31.8131,121.6574,7854,20,10,10,8,2,1.9,28,972525,Station,06-11-22 11:25,Mid Night,0
172.217.11.14-10.42.0.151-443-49335-6,Luocheng,22.7645,111.5745,1250,53,28,5,9,3,1.4,36,959006,Platform,06-11-22 11:32,Evening,1
10.42.0.151-10.42.0.1-31277-53-17,Shima,24.4475,117.8118,6005,80,75,8,10,2,1.6,25,956400,Lineside,06-11-22 11:34,Mid Night,0
10.42.0.42-13.32.250.46-44859-443-6,Meishan,34.1736,112.839,8952,65,63,4,9,4,1.8,18,936000,Road,06-11-22 11:38,Mid Night,0
172.217.12.208-10.42.0.151-443-48835-6,Nada,19.5,109.5833,9500,42,42,5,5,5,1.7,96,932356,Other,06-11-22 11:40,Evening,1
10.42.0.151-104.193.88.109-40174-80-6,Taihe,30.8706,105.3784,7840,80,85,8,6,6,1.3,18,924531,Footbridge,06-11-22 11:42,Mid Night,1
10.42.0.211-52.179.153.195-44219-443-6,Lhasa,29.65,91.1,2256,70,8,7,4,7,1.2,18,902500,Platform,06-11-22 11:43,Mid Night,0
10.42.0.151-54.173.220.111-54433-443-6,Dengtalu,36.08,114.35,4859,70,6,5,10,2,1.6,18,887000,Road,06-11-22 11:44,Evening,1
140.205.243.64-10.42.0.211-443-53880-6,Kaifeng Chengguanzhen,34.85,114.35,8526,32,74,6,5,2,1.9,39,872000,Bride,06-11-22 11:46,Mid Night,0
203.205.179.172-10.42.0.151-80-37311-6,Haiƒ??an,32.532,120.4604,9562,65,80,8,8,3,1.8,14,866337,Escalator,06-11-22 11:50,Mid Night,1
10.42.0.151-10.42.0.1-7485-53-17,Weichanglu,37.1792,119.9333,754,58,42,7,4,8,1.5,19,859424,Stairs,06-11-22 11:50,Evening,0
172.217.12.206-10.42.0.151-443-55954-6,Leping,28.9632,117.1203,8652,98,35,8,5,10,1.8,17,852800,Pedestrain,06-11-22 11:51,Mid Night,1
172.217.12.132-10.42.0.211-443-50850-6,Hailun,47.4585,126.9632,754,84,68,5,8,5,1.9,19,850000,Station,06-11-22 11:55,Mid Night,0
10.42.0.211-66.231.239.124-49991-443-6,Tongchuan,34.9057,108.9422,8652,52,45,2,7,6,1.2,17,835600,Road Vehicle Carriageway,06-11-22 11:58,Evening,1
10.42.0.211-10.42.0.1-6305-53-17,Rongjiawan,29.3801,113.1,5800,75,75,3,5,8,1.9,36,826000,Road,06-11-22 12:00,Mid Night,0
10.42.0.211-104.192.110.245-52640-80-6,Wutong,30.6326,120.5474,957,68,42,4,6,9,1.4,95,815848,Bride,06-11-22 12:00,Morning,0
10.42.0.151-10.42.0.1-48741-53-17,Gaoyou,32.7847,119.4432,865,42,52,5,4,2,1.6,15,811800,Escalator,06-11-22 12:08,Evening,1
172.217.3.110-10.42.0.151-443-43259-6,Yiyang,26.4103,112.3913,7856,25,36,6,5,4,1.8,18,810447,Stairs,06-11-22 12:13,Mid Night,1
10.42.0.42-58.63.236.212-50458-443-6,Puxi,35.2125,114.735,856,30,42,8,2,5,1.7,19,809535,Pedestrain,06-11-22 12:14,Evening,1
10.42.0.211-66.198.178.90-56263-80-6,Zijinglu,34.7513,112.9854,1600,60,20,7,3,8,1.3,17,807857,Station,06-11-22 12:23,Mid Night,0
10.42.0.211-121.12.98.64-51594-80-6,Xiashi,30.5333,120.6833,852,85,30,9,5,3,1.2,12,806966,Road Vehicle Carriageway,06-11-22 12:23,Evening,0
10.42.0.211-101.251.100.59-57972-9930-6,Dongyang,29.2785,120.2282,8652,12,78,10,5,9,1.6,19,804398,Road,06-11-22 12:30,Mid Night,0
10.42.0.211-31.13.69.197-47326-443-6,Qingping,34.538,113.3796,7854,16,53,4,4,2,1.9,19,797200,Station,06-11-22 12:31,Mid Night,1
10.42.0.211-64.71.142.96-58356-443-6,Fuyang,30.0533,119.9519,6895,78,68,5,6,3,1.8,16,771000,Platform,06-11-22 12:49,Evening,1
180.76.147.97-10.42.0.211-80-54506-6,Zhongba,31.7761,104.7406,6800,98,42,2,8,2,1.5,17,762140,Lineside,06-11-22 12:58,Mid Night,1
172.217.11.40-10.42.0.211-443-51400-6,Qingnian,36.8494,115.7061,7900,99,20,3,5,4,1.8,12,760781,Road,06-11-22 13:03,Mid Night,1
172.217.10.78-10.42.0.151-443-48920-6,Xinhualu,34.3962,113.7249,4200,85,35,5,2,5,1.9,16,758079,Other,06-11-22 13:12,Evening,1
10.42.0.211-10.42.0.1-53069-5351-17,Licheng,31.4174,119.4786,870,23,85,5,2,6,1.2,14,749522,Footbridge,06-11-22 13:48,Mid Night,0
10.42.0.151-10.42.0.1-14492-53-17,Chengguan,35.4599,113.7975,6458,45,78,4,5,7,1.9,18,740435,Platform,06-11-22 13:57,Mid Night,1
10.42.0.151-10.42.0.1-50786-53-17,Zunhua,40.1881,117.9593,9852,78,57,6,3,2,1.4,39,737011,Road,06-11-22 13:57,Evening,0
172.217.12.138-10.42.0.151-443-47771-6,Shuangqiao,35.0833,112.5833,7854,65,12,8,4,2,1.6,18,733000,Bride,06-11-22 14:21,Mid Night,1
172.217.10.10-10.42.0.211-443-58168-6,Langzhong,31.5833,105.972,9568,98,16,5,8,3,1.8,17,728935,Escalator,06-11-22 14:29,Mid Night,0
172.217.6.227-10.42.0.211-443-53414-6,Lingbao Chengguanzhen,34.5221,110.8786,7852,25,75,2,9,8,1.7,96,721049,Stairs,06-11-22 14:36,Evening,1
10.42.0.211-10.42.0.1-19970-53-17,Anlu,31.2575,113.6783,7545,30,42,2,10,10,1.3,17,720000,Pedestrain,06-11-22 14:44,Mid Night,0
216.58.217.99-10.42.0.211-443-60827-6,Wusong,30.9333,117.7667,8562,52,35,5,3,5,1.2,24,720000,Bride,06-11-22 14:47,Morning,1
151.101.22.2-10.42.0.151-443-54987-6,Xichang,27.8983,102.2706,7854,82,45,3,1,6,1.6,18,712434,Escalator,06-11-22 14:47,Evening,0
10.42.0.151-10.42.0.1-59924-53-17,Chengxiang,31.4515,121.1043,1250,6,12,4,8,8,1.9,13,709500,Stairs,06-11-22 14:54,Mid Night,1
172.217.10.142-10.42.0.151-443-45438-6,Dashiqiao,40.6328,122.5021,6005,74,15,8,9,9,1.8,19,704891,Pedestrain,06-11-22 15:03,Evening,0
10.42.0.151-104.208.156.39-48013-443-6,Changsha,22.3762,112.6877,8952,82,16,9,10,2,1.5,17,699242,Station,06-11-22 15:06,Mid Night,1
192.229.173.136-10.42.0.151-443-33043-6,Shishi,24.7355,118.6434,9500,68,74,10,7,4,1.8,13,693000,Road Vehicle Carriageway,06-11-22 15:09,Evening,1
10.42.0.151-14.204.144.143-39599-80-6,Miluo Chengguanzhen,28.8049,113.0745,7840,13,15,3,5,5,1.9,1,692080,Road,06-11-22 15:12,Mid Night,0
174.35.73.110-10.42.0.211-80-47743-6,Gaizhou,40.4019,122.3499,2256,18,13,1,3,8,1.2,4,691595,Station,06-11-22 15:17,Mid Night,1
10.42.0.211-10.42.0.1-38165-53-17,Leling,37.7333,117.2167,4859,85,18,8,7,3,1.9,10,689867,Platform,06-11-22 15:30,Evening,0
172.217.9.227-10.42.0.151-443-40988-6,Jianshe,34.2189,113.7693,8526,48,10,9,2,9,1.4,15,687130,Lineside,06-11-22 15:39,Mid Night,0
172.217.10.131-10.42.0.151-443-47353-6,Jingcheng,32.0058,120.2547,9562,85,16,10,2,2,1.6,13,684360,Road,06-11-22 15:44,Mid Night,1
172.217.6.234-10.42.0.42-443-44043-6,Xigaz?¦,29.2649,88.8799,754,68,80,7,6,3,1.8,18,679771,Other,06-11-22 15:54,Evening,1
172.217.10.67-10.42.0.42-443-35608-6,Shanhu,29.5908,120.8176,8652,78,50,5,8,2,1.7,22,679762,Footbridge,06-11-22 16:08,Mid Night,0
151.101.1.140-10.42.0.42-80-36385-6,Yatou,37.1653,122.4867,754,95,60,3,7,4,1.3,28,670251,Platform,06-11-22 16:11,Mid Night,1
182.22.31.124-10.42.0.211-443-57820-6,Songyang,34.4161,113.0424,8652,84,45,7,5,5,1.2,36,668592,Road,06-11-22 16:22,Mid Night,0
10.42.0.211-31.13.71.7-40612-443-6,Qionghu,28.8417,112.3595,5800,12,65,2,8,6,1.6,25,667104,Bride,06-11-22 16:25,Evening,1
216.58.219.226-10.42.0.211-443-55294-6,Yanshi Chengguanzhen,34.723,112.7796,957,56,25,2,2,7,1.9,18,666696,Escalator,06-11-22 16:26,Mid Night,0
172.217.1.174-10.42.0.42-443-36738-6,Puyang Chengguanzhen,35.7004,114.98,865,78,87,6,9,2,1.8,96,666322,Stairs,06-11-22 16:36,Mid Night,1
220.243.219.55-10.42.0.151-80-46575-6,Wenchang,31.054,116.9507,7856,10,56,8,10,2,1.5,18,664455,Pedestrain,06-11-22 16:48,Evening,0
192.229.163.180-10.42.0.211-443-41139-6,Xiping,25.6005,103.8166,856,60,45,7,8,3,1.8,18,652604,Bride,06-11-22 16:49,Mid Night,0
172.217.9.234-10.42.0.151-443-41257-6,Guixi,28.2861,117.2083,1600,86,78,6,7,8,1.9,18,647240,Escalator,06-11-22 16:56,Morning,1
10.42.0.211-10.42.0.1-37561-53-17,Wuxue,29.8518,115.5539,852,35,5,5,5,10,1.2,39,644247,Stairs,06-11-22 17:22,Evening,0
172.217.12.202-10.42.0.211-443-54292-6,Xinshi,31.0236,113.1079,1458,85,6,8,6,5,1.9,14,636776,Pedestrain,06-11-22 17:25,Mid Night,0
173.194.207.188-10.42.0.151-5228-39935-6,Jinƒ??e,29.3395,105.2868,1500,95,89,9,5,6,1.4,19,633210,Station,06-11-22 17:26,Evening,1
157.56.52.45-10.42.0.151-40024-43477-17,Xinxing,39.8734,124.1453,800,26,42,7,7,8,1.6,17,627475,Road Vehicle Carriageway,06-11-22 17:33,Mid Night,1
10.42.0.42-52.84.1.250-32958-443-6,Suohe,34.7879,113.392,952,85,52,5,5,9,1.8,19,626700,Road,06-11-22 17:39,Evening,0
10.42.0.42-64.71.142.125-58299-443-6,Zhuangyuan,37.3,120.8333,741,32,65,4,2,2,1.7,17,626683,Station,06-11-22 17:43,Mid Night,0
10.42.0.211-10.42.0.1-31043-53-17,Turpan,42.95,89.1822,890,42,85,6,3,4,1.3,36,622903,Platform,06-11-22 17:48,Mid Night,0
10.42.0.211-77.234.42.92-47098-443-6,Meihekou,42.5279,125.678,900,30,32,5,5,5,1.2,95,618251,Lineside,06-11-22 17:56,Evening,1
10.42.0.151-10.42.0.1-28403-53-17,Zhugang,28.1277,121.2288,850,80,45,8,7,8,1.6,15,616346,Road,06-11-22 18:01,Mid Night,1
10.42.0.151-104.244.43.35-43956-443-6,Tianchang,32.6853,119.0041,9058,45,68,2,5,3,1.9,18,602840,Other,06-11-22 18:07,Mid Night,1
192.229.173.173-10.42.0.42-80-48400-6,Qamdo,31.1375,97.1777,4795,98,75,9,6,9,1.8,19,598862,Footbridge,06-11-22 19:05,Evening,0
172.217.3.106-10.42.0.211-443-35668-6,Luocheng,30.9793,104.28,1569,50,12,10,4,2,1.5,17,591115,Platform,06-11-22 19:10,Mid Night,1
10.42.0.151-10.42.0.1-55594-53-17,Shangzhi,45.2116,127.962,1785,80,15,8,8,3,1.8,12,585386,Road,06-11-22 19:12,Mid Night,0
10.42.0.42-23.46.217.174-36541-443-6,Kuiju,36.8528,119.3904,2658,75,75,7,9,2,1.9,19,581470,Bride,06-11-22 19:14,Evening,1
10.42.0.211-58.215.168.151-48106-80-6,Fuƒ??an,27.1,119.6333,7845,16,62,5,4,4,1.2,19,577000,Escalator,07-11-22 8:19,Mid Night,0
172.217.7.164-10.42.0.42-443-38539-6,Luofeng,37.359,120.396,9854,78,6,6,2,5,1.9,16,570898,Stairs,07-11-22 8:40,Mid Night,1
10.42.0.42-123.125.115.190-51974-80-6,Zhenzhou,32.2739,119.1619,4785,98,8,5,5,6,1.4,17,564021,Pedestrain,07-11-22 9:10,Evening,0
172.217.12.195-10.42.0.42-443-49460-6,Luanzhou,39.7396,118.6978,5222,99,9,7,6,7,1.6,12,554315,Footbridge,07-11-22 9:20,Mid Night,1
10.42.0.151-10.42.0.1-23645-53-17,Korla,41.7646,86.1527,4500,85,8,5,4,2,1.8,16,549324,Platform,07-11-22 9:24,Morning,0
10.42.0.211-10.42.0.1-47506-53-17,Wancheng,18.8,110.4,6800,23,75,2,3,2,1.7,14,545597,Road,07-11-22 9:27,Evening,1
10.42.0.151-74.125.192.138-40155-443-6,Fuding,27.2,120.2,7900,45,42,3,2,3,1.3,18,542000,Bride,07-11-22 9:35,Mid Night,0
10.42.0.211-123.125.29.138-35960-80-6,Changƒ??an,29.4761,113.448,4200,78,42,5,3,8,1.2,39,537500,Escalator,07-11-22 9:45,Evening,1
203.205.158.55-10.42.0.211-80-58227-6,Wencheng,19.6167,110.75,870,65,52,7,5,10,1.6,18,537426,Stairs,07-11-22 9:45,Mid Night,0
192.229.173.173-10.42.0.211-80-47983-6,Aksu,41.1664,80.25,6458,98,85,5,4,5,1.9,17,535657,Pedestrain,07-11-22 9:47,Evening,1
192.229.163.180-10.42.0.211-443-49989-6,Ailan Mubage,43.9167,81.3167,9852,25,75,6,9,6,1.8,96,526745,Station,07-11-22 9:58,Mid Night,1
10.42.0.42-123.59.190.237-40069-80-6,Anda,46.4078,125.3252,7854,30,25,4,8,8,1.5,17,520000,Road Vehicle Carriageway,07-11-22 10:03,Mid Night,0
10.42.0.211-123.125.29.220-56056-80-6,Yicheng,31.7117,112.2551,9568,52,8,8,7,9,1.8,24,512530,Road,07-11-22 10:04,Evening,1
10.42.0.211-104.244.43.3-52775-443-6,Kashgar,39.45,75.9833,7852,82,9,9,10,2,1.9,18,506640,Station,07-11-22 10:11,Mid Night,0
220.243.219.55-10.42.0.211-80-32777-6,Meicheng,30.6412,116.5689,7545,6,16,4,5,4,1.2,13,500292,Platform,07-11-22 10:15,Mid Night,0
172.217.3.110-10.42.0.151-443-33764-6,Chengjiao,35.4043,114.0593,8562,8,75,2,6,5,1.9,19,495744,Lineside,07-11-22 10:16,Evening,1
151.101.20.166-10.42.0.42-443-49715-6,Encheng,22.1879,112.3131,7854,9,12,5,4,8,1.4,17,492814,Road,07-11-22 10:20,Mid Night,1
172.217.12.174-10.42.0.211-443-59579-6,Taozhou,30.8956,119.411,1250,15,16,6,2,3,1.6,13,487243,Other,07-11-22 10:21,Mid Night,0
10.42.0.211-23.219.23.166-46024-80-6,Dunhua,43.3667,128.2333,6005,60,80,4,3,9,1.8,1,483811,Footbridge,07-11-22 10:22,Evening,1
